Date,Open,High,Low,Close,Adj Close,Volume,price_range,price_change,return,ma_7,ma_30,volatility,log_return
1981-02-13,0.114955,0.114955,0.113839,0.113839,0.088982,11155200,0.0011160000000000059,-0.0011160000000000059,-0.023922009105797004,0.12109371428571428,0.134375,0.005505452046662354,-0.024212787058498067
1981-02-17,0.116629,0.117188,0.116629,0.116629,0.091163,12275200,0.0005590000000000039,0.0,0.02450829680513711,0.11949928571428571,0.1332403,0.004815911603365702,0.024212787058498105
1981-02-18,0.121652,0.122768,0.121652,0.121652,0.095089,19241600,0.0011160000000000059,0.0,0.04306819058724676,0.11854271428571428,0.13249626666666667,0.0031381326567614448,0.042166553159784216
1981-02-19,0.114955,0.114955,0.114397,0.114397,0.089418,22310400,0.0005580000000000029,-0.0005580000000000029,-0.05963732614342554,0.1175062857142857,0.131715,0.0031381326567614847,-0.06148965487706432
1981-02-20,0.108817,0.108817,0.108259,0.108259,0.084621,24371200,0.0005580000000000029,-0.0005580000000000029,-0.053655253197199215,0.11559299999999999,0.13082213333333334,0.004118817993875362,-0.05514835052143833
1981-02-23,0.109933,0.110491,0.109933,0.109933,0.085929,14112000,0.0005580000000000029,0.0,0.015462917632714124,0.11447685714285714,0.12974326666666666,0.004480843240157167,0.015344585007914373
1981-02-24,0.107143,0.107143,0.106027,0.106027,0.082876,16979200,0.0011160000000000059,-0.0011160000000000059,-0.0355307323551618,0.11296228571428571,0.1285714,0.005341326574123134,-0.03617731065376391
1981-02-25,0.112723,0.113281,0.112723,0.112723,0.08811,19488000,0.0005580000000000029,0.0,0.06315372499457683,0.11280285714285714,0.12779013333333333,0.005327434104976108,0.06123970319822345
1981-02-26,0.114397,0.114955,0.114397,0.114397,0.089418,10841600,0.0005580000000000029,0.0,0.01485056288423836,0.112484,0.12704606666666665,0.005123142883036304,0.014741372969064385
1981-02-27,0.118304,0.11942,0.118304,0.118304,0.092472,14761600,0.001115999999999992,0.0,0.03415299352255752,0.11200571428571429,0.12633923333333333,0.004197190199578075,0.033582727928597
1981-03-02,0.118862,0.11942,0.118862,0.118862,0.092908,11760000,0.0005580000000000029,0.0,0.004716662158506857,0.11264357142857141,0.1256882,0.004901374088190625,0.004705573561322141
1981-03-03,0.117746,0.117746,0.117188,0.117188,0.0916,16172800,0.0005580000000000029,-0.0005580000000000029,-0.01408355908532577,0.11391914285714286,0.12470236666666668,0.004728963855102129,-0.014183673493249095
1981-03-04,0.116629,0.116629,0.116071,0.116071,0.090727,13708800,0.0005580000000000029,-0.0005580000000000029,-0.009531692664778046,0.114796,0.12382809999999998,0.004426014008112161,-0.009577409988224154
1981-03-05,0.116071,0.116071,0.115513,0.115513,0.090291,5376000,0.0005579999999999891,-0.0005579999999999891,-0.004807402365793245,0.11615114285714287,0.12284223333333331,0.0021718441801524134,-0.004818995093406775
1981-03-06,0.115513,0.115513,0.114397,0.114397,0.089418,11603200,0.0011160000000000059,-0.0011160000000000059,-0.009661250248889752,0.11639028571428571,0.12176336666666665,0.001790063845630455,-0.009708222915038972
1981-03-09,0.106027,0.106027,0.105469,0.105469,0.08244,15321600,0.0005580000000000029,-0.0005580000000000029,-0.07804400465047168,0.11511485714285714,0.1204055,0.004530272965601762,-0.0812577839511599
1981-03-10,0.101004,0.101004,0.100446,0.100446,0.078514,28380800,0.0005580000000000029,-0.0005580000000000029,-0.04762536859171884,0.11256371428571428,0.1189546,0.006862782081981591,-0.04879680121276191
1981-03-11,0.097656,0.097656,0.09654,0.09654,0.07546,29859200,0.0011160000000000059,-0.0011160000000000059,-0.03888656591601447,0.10937485714285715,0.11741069999999999,0.00845079892532043,-0.039662839429355785
1981-03-12,0.100446,0.101004,0.100446,0.100446,0.078514,59248000,0.0005580000000000029,0.0,0.0404599129894343,0.10698314285714285,0.11614580000000001,0.008237447246742415,0.039662839429355765
1981-03-13,0.099888,0.099888,0.09933,0.09933,0.077641,231302400,0.0005580000000000029,-0.0005580000000000029,-0.011110447404575563,0.10459157142857144,0.11501109999999999,0.007561716887435149,-0.011172629434438107
1981-03-16,0.103237,0.104353,0.103237,0.103237,0.080695,37228800,0.0011160000000000059,0.0,0.039333534682371774,0.10283785714285713,0.11424846666666667,0.005832467157461342,0.03857967569648625
1981-03-17,0.108259,0.109375,0.108259,0.108259,0.084621,43747200,0.0011160000000000059,0.0,0.04864535001985715,0.101961,0.11389503333333333,0.003968603784709208,0.04749918838043514
1981-03-18,0.114955,0.116071,0.114955,0.114955,0.089854,36937600,0.001115999999999992,0.0,0.06185167053085672,0.10331614285714284,0.113616,0.006300555304325572,0.060014243131713725
1981-03-19,0.114397,0.114397,0.113839,0.113839,0.088982,37811200,0.0005580000000000029,-0.0005580000000000029,-0.00970814666608677,0.10522942857142857,0.11315096666666666,0.007246265126651232,-0.009755577951493257
1981-03-20,0.114955,0.116071,0.114955,0.114955,0.089854,14604800,0.001115999999999992,0.0,0.009803318722054977,0.10786014285714286,0.11272313333333334,0.006900315413771368,0.00975557795149336
1981-03-23,0.11942,0.120536,0.11942,0.11942,0.093345,22019200,0.0011160000000000059,0.0,0.038841285720499386,0.11057071428571429,0.11242553333333333,0.0072216862923259245,0.038105943682946675
1981-03-24,0.11942,0.11942,0.118862,0.118862,0.092908,28156800,0.0005580000000000029,-0.0005580000000000029,-0.004672584156757642,0.113361,0.11233253333333333,0.005785159433124753,-0.004683534803302755
1981-03-25,0.117746,0.117746,0.116629,0.116629,0.091163,7056000,0.0011170000000000069,-0.0011170000000000069,-0.018786491898167612,0.11527414285714285,0.11216509999999999,0.0037276457462491054,-0.018965199772638972
1981-03-26,0.114955,0.114955,0.114397,0.114397,0.089418,12275200,0.0005580000000000029,-0.0005580000000000029,-0.019137607284637648,0.11615099999999999,0.11205346666666666,0.002219123625819826,-0.019323101717280126
1981-03-27,0.111049,0.111049,0.110491,0.110491,0.086365,12252800,0.0005579999999999891,-0.0005579999999999891,-0.03414425203458127,0.11551328571428572,0.11184886666666666,0.0030904553447834195,-0.034740785148683374
1981-03-30,0.110491,0.111607,0.110491,0.110491,0.086365,9900800,0.001115999999999992,0.0,0.0,0.115035,0.11173726666666668,0.0036084231551568218,0.0
1981-03-31,0.110491,0.110491,0.109375,0.109375,0.085493,15993600,0.0011160000000000059,-0.0011160000000000059,-0.010100370165895933,0.11423785714285714,0.11149546666666668,0.004197329485462061,-0.010151724999162653
1981-04-01,0.108817,0.108817,0.108259,0.108259,0.084621,34070400,0.0005580000000000029,-0.0005580000000000029,-0.010203428571428641,0.11264342857142857,0.11104903333333334,0.0040166768958580686,-0.010255840373592399
1981-04-02,0.117746,0.118304,0.117746,0.117746,0.092036,31404800,0.0005580000000000029,0.0,0.08763243702602108,0.112484,0.11116066666666667,0.003741431143293402,0.0840032577393297
1981-04-03,0.118304,0.118862,0.118304,0.118304,0.092472,16486400,0.0005579999999999891,0.0,0.004739014488814863,0.11272328571428572,0.1114955,0.0040882028127407,0.004727820710705622
1981-04-06,0.116629,0.116629,0.116071,0.116071,0.090727,22803200,0.0005580000000000029,-0.0005580000000000029,-0.018875101433594943,0.11296242857142857,0.1117001,0.004248253753295186,-0.019055509920151197
1981-04-07,0.115513,0.115513,0.114955,0.114955,0.089854,10684800,0.0005580000000000029,-0.0005580000000000029,-0.009614804731586601,0.11360014285714286,0.1119977,0.004149328958943768,-0.009661325398170505
1981-04-08,0.120536,0.121652,0.120536,0.120536,0.094217,21952000,0.001115999999999992,0.0,0.048549432386586044,0.11503514285714286,0.11225813333333333,0.004606632082428814,0.047407716063087565
1981-04-09,0.122768,0.123326,0.122768,0.122768,0.095961,12499200,0.0005580000000000029,0.0,0.01851728944049902,0.11694842857142858,0.11253716666666666,0.004645097446310375,0.018347931936322018
1981-04-10,0.124442,0.125,0.124442,0.124442,0.09727,33465600,0.0005580000000000029,0.0,0.013635475042356182,0.11926028571428572,0.11274176666666666,0.0034808102847037783,0.01354334846754499
1981-04-13,0.124442,0.125,0.124442,0.124442,0.09727,16060800,0.0005580000000000029,0.0,0.0,0.12021685714285714,0.11292776666666667,0.0038911896393684,0.0
1981-04-14,0.124442,0.125,0.124442,0.124442,0.09727,6652800,0.0005580000000000029,0.0,0.0,0.12109371428571429,0.11316956666666665,0.004075512266954823,0.0
1981-04-15,0.118862,0.118862,0.118304,0.118304,0.092472,34048000,0.0005579999999999891,-0.0005579999999999891,-0.049324183153597545,0.12141271428571429,0.113244,0.003685587276328223,-0.05058216114863301
1981-04-16,0.112165,0.112165,0.111607,0.111607,0.087238,23878400,0.0005580000000000029,-0.0005580000000000029,-0.05660839870165002,0.12093442857142857,0.1131138,0.004731983018325224,-0.058273810759742695
1981-04-20,0.114955,0.115513,0.114955,0.114955,0.089854,35347200,0.0005580000000000029,0.0,0.029998118397591478,0.12013714285714286,0.11313240000000001,0.005251906778449895,0.029556975441420927
1981-04-21,0.122768,0.123326,0.122768,0.122768,0.095961,28537600,0.0005580000000000029,0.0,0.06796572571875958,0.12013714285714286,0.11370903333333332,0.005251906778449895,0.06575564799940974
1981-04-22,0.127232,0.12779,0.127232,0.127232,0.099451,18995200,0.0005579999999999752,0.0,0.03636126677961693,0.12053571428571429,0.1146019,0.00571822142261904,0.03571579615874482
1981-04-23,0.13058,0.131138,0.13058,0.13058,0.102068,58016000,0.0005580000000000029,0.0,0.02631413480885314,0.12141257142857144,0.11573656666666668,0.006787670141689627,0.02597387416443329
1981-04-24,0.13058,0.13058,0.129464,0.129464,0.101195,35056000,0.0011160000000000059,-0.0011160000000000059,-0.008546484913463104,0.12213,0.11670383333333333,0.007399098300919542,-0.00858321554390321
1981-04-27,0.128906,0.128906,0.128348,0.128348,0.100323,38528000,0.0005580000000000029,-0.0005580000000000029,-0.008620156954829206,0.12356485714285714,0.1176711,0.007506591290960719,-0.008657525410738838
1981-04-28,0.126674,0.126674,0.126116,0.126116,0.098578,32188800,0.0005580000000000029,-0.0005580000000000029,-0.01739022033845472,0.12563757142857143,0.11843373333333335,0.005346937561419377,-0.017543206456140076
1981-04-29,0.125,0.125,0.124442,0.124442,0.09727,13641600,0.0005580000000000029,-0.0005580000000000029,-0.013273494243395079,0.12699285714285716,0.11897316666666667,0.0027686612546246945,-0.013362374444850913
1981-04-30,0.126674,0.12779,0.126674,0.126674,0.099015,12611200,0.0011159999999999781,0.0,0.01793606660130842,0.12755085714285713,0.11936379999999999,0.002084291040824168,0.017777113210473906
1981-05-01,0.126674,0.12779,0.126674,0.126674,0.099015,16553600,0.0011159999999999781,0.0,0.0,0.12747114285714287,0.11979163333333333,0.002109041759392143,0.0
1981-05-04,0.126674,0.126674,0.126116,0.126116,0.098578,14448000,0.0005580000000000029,-0.0005580000000000029,-0.004405008131108223,0.12683342857142857,0.12016366666666665,0.0016336567221167159,-0.004414738765622951
1981-05-05,0.126116,0.126116,0.125558,0.125558,0.098142,17539200,0.0005580000000000029,-0.0005580000000000029,-0.004424498081131656,0.12627542857142857,0.12036826666666668,0.001193054183898286,-0.004434315140508839
1981-05-06,0.122768,0.122768,0.12221,0.12221,0.095525,18950400,0.0005580000000000029,-0.0005580000000000029,-0.026664967584701937,0.12539857142857144,0.12047986666666667,0.0016015761879215544,-0.027026926757287382
1981-05-07,0.123884,0.124442,0.123884,0.123884,0.096834,9363200,0.0005580000000000029,0.0,0.013697733409704593,0.1250797142857143,0.1207217,0.0016561909827769489,0.01360476744604189
1981-05-08,0.125,0.125558,0.125,0.125,0.097706,7907200,0.0005580000000000029,0.0,0.009008427238384353,0.12515942857142856,0.12107513333333333,0.0016336567221167909,0.008968093406350108
1981-05-11,0.122768,0.122768,0.12221,0.12221,0.095525,11939200,0.0005580000000000029,-0.0005580000000000029,-0.022320000000000007,0.1245217142857143,0.12146576666666667,0.001806075461167603,-0.02257286085239196
1981-05-12,0.12221,0.123884,0.12221,0.12221,0.095525,4256000,0.001673999999999995,0.0,0.0,0.123884,0.12185639999999999,0.0017047181585245388,0.0
1981-05-13,0.12221,0.123326,0.121652,0.121652,0.095089,4905600,0.0016740000000000088,-0.0005580000000000029,-0.004565911136568235,0.12324628571428571,0.12226563333333333,0.001559360308405966,-0.004576366747220397
1981-05-14,0.121094,0.121094,0.119978,0.119978,0.093781,4928000,0.001115999999999992,-0.001115999999999992,-0.013760562917173536,0.12244914285714285,0.12265626666666667,0.0016061983510328379,-0.013856117061585954
1981-05-15,0.122768,0.124442,0.122768,0.122768,0.095961,4905600,0.001673999999999995,0.0,0.02325426328160174,0.12252885714285713,0.12282366666666666,0.0016061983510328353,0.02298800279420672
1981-05-18,0.125,0.126116,0.125,0.125,0.097706,4166400,0.0011160000000000059,0.0,0.018180633389808465,0.12268828571428571,0.12304686666666666,0.0018060754611676701,0.01801734186699175
1981-05-19,0.123326,0.123326,0.122768,0.122768,0.095961,25424000,0.0005580000000000029,-0.0005580000000000029,-0.017855999999999983,0.12236942857142856,0.12327010000000001,0.0015012269267894718,-0.018017341866991686
1981-05-20,0.126674,0.12779,0.126674,0.126674,0.099015,13283200,0.0011159999999999781,0.0,0.03181610843216487,0.12300714285714284,0.12366073333333333,0.0022052684967732547,0.03132046167801898
1981-05-21,0.133929,0.134487,0.133929,0.133929,0.104685,32211200,0.0005580000000000029,0.0,0.057272999984211204,0.12468128571428572,0.12410716666666666,0.00462261652870231,0.05569295167080409
1981-05-22,0.140067,0.141183,0.140067,0.140067,0.109483,31427200,0.0011160000000000059,0.0,0.04583025334318935,0.127312,0.1246838,0.007156704665323954,0.04481107077495979
1981-05-26,0.140067,0.140067,0.139509,0.139509,0.109047,85344000,0.0005580000000000029,-0.0005580000000000029,-0.003983807749148638,0.13010214285714286,0.12518603333333334,0.007613535127840412,-0.003991764249715715
1981-05-27,0.147321,0.147879,0.147321,0.147321,0.115153,149497600,0.0005580000000000029,0.0,0.055996387329849684,0.13360971428571428,0.12594866666666665,0.009168546698982948,0.05448476418906029
1981-05-28,0.147321,0.147879,0.147321,0.147321,0.115153,73987200,0.0005580000000000029,0.0,0.0,0.13679842857142857,0.1267113,0.009548737924583705,0.0
1981-05-29,0.147879,0.148438,0.147879,0.147879,0.11559,59382400,0.0005589999999999762,0.0,0.003787647382246906,0.14038571428571428,0.12769713333333332,0.007988702245761216,0.00378049230747639
1981-06-01,0.147879,0.148438,0.147879,0.147879,0.11559,51251200,0.0005589999999999762,0.0,0.0,0.14341500000000001,0.1289062,0.005580000000000131,0.0
1981-06-02,0.141183,0.141183,0.140625,0.140625,0.109919,40432000,0.0005580000000000029,-0.0005580000000000029,-0.04905361816079368,0.14437157142857143,0.12976186666666667,0.0040458435814692125,-0.05029759884722883
1981-06-03,0.140625,0.141741,0.140625,0.140625,0.109919,39446400,0.0011160000000000059,0.0,0.0,0.14445128571428573,0.1303571,0.00395128846978171,0.0
1981-06-04,0.143415,0.143973,0.143415,0.143415,0.1121,56067200,0.0005580000000000029,0.0,0.019839999999999858,0.14500928571428573,0.13089653333333334,0.003370070113726103,0.0196457522468344
1981-06-05,0.141741,0.141741,0.141183,0.141183,0.110356,57680000,0.0005580000000000029,-0.0005580000000000029,-0.01556322560401624,0.14413242857142855,0.13124996666666666,0.003465509239017496,-0.015685603995196407
1981-06-08,0.136719,0.136719,0.136161,0.136161,0.10643,93497600,0.0005580000000000029,-0.0005580000000000029,-0.035570854847963296,0.14253814285714286,0.13147319999999998,0.00423562240324354,-0.03621891211140533
1981-06-09,0.138951,0.139509,0.138951,0.138951,0.108611,119593600,0.0005580000000000029,0.0,0.020490448806927075,0.1412627142857143,0.13182663333333333,0.0036651238139290897,0.02028334389709161
1981-06-10,0.140625,0.142299,0.140625,0.140625,0.109919,25222400,0.0016740000000000088,0.0,0.012047412397176105,0.14022642857142859,0.13231026666666665,0.002225347228123263,0.01197541996267575
1981-06-11,0.146763,0.147321,0.146763,0.146763,0.114717,38976000,0.0005580000000000029,0.0,0.04364800000000013,0.1411032857142857,0.13305430000000001,0.0033391311102486045,0.042722267856675065
1981-06-12,0.145647,0.145647,0.145089,0.145089,0.113409,25804800,0.0005580000000000029,-0.0005580000000000029,-0.011406144600478396,0.141741,0.13366813333333333,0.0036448407372615638,-0.011471693585278763
1981-06-15,0.145089,0.145089,0.144531,0.144531,0.112973,143763200,0.0005580000000000029,-0.0005580000000000029,-0.0038459152658023577,0.14190042857142857,0.13426336666666666,0.0037530673169709696,-0.003853329814507514
1981-06-16,0.142299,0.142299,0.141741,0.141741,0.110792,37251200,0.0005580000000000029,-0.0005580000000000029,-0.01930381717417018,0.14198014285714286,0.1347842,0.0037411967527595383,-0.019492568886910235
1981-06-17,0.140067,0.140067,0.139509,0.139509,0.109047,27574400,0.0005580000000000029,-0.0005580000000000029,-0.0157470315575593,0.14245842857142857,0.13524923333333333,0.0030172322227027155,-0.015872333219286463
1981-06-18,0.139509,0.140067,0.138951,0.138951,0.108611,23049600,0.0011160000000000059,-0.0005580000000000029,-0.003999741952132152,0.14245842857142857,0.13580726666666668,0.0030172322227027155,-0.004007762313367714
1981-06-19,0.135603,0.135603,0.135045,0.135045,0.105558,27507200,0.0005580000000000029,-0.0005580000000000029,-0.028110628926743875,0.1416612857142857,0.13617929999999998,0.004118485713393941,-0.02851329676745904
1981-06-22,0.13058,0.13058,0.130022,0.130022,0.101632,10841600,0.0005580000000000029,-0.0005580000000000029,-0.03719500907105033,0.13926971428571427,0.1363467,0.00534134398549939,-0.037904389321647865
1981-06-23,0.132254,0.133371,0.132254,0.132254,0.103376,15030400,0.0011169999999999791,0.0,0.017166325698728002,0.13743614285714284,0.13668149999999998,0.005212197311070079,0.01702064912080546
1981-06-24,0.130022,0.130022,0.128906,0.128906,0.100759,23027200,0.0011160000000000059,-0.0011160000000000059,-0.025314924312308307,0.13520400000000002,0.13690470000000002,0.005009176778673605,-0.025640859454472646
1981-06-25,0.131696,0.132254,0.131696,0.131696,0.10294,24259200,0.0005580000000000029,0.0,0.021643678339255068,0.133769,0.13723950000000001,0.004197424448397276,0.021412779657053477
1981-06-26,0.131138,0.131138,0.130022,0.130022,0.101632,23788800,0.0011160000000000059,-0.0011160000000000059,-0.012711092212367991,0.13241371428571427,0.13757429999999998,0.0035105803278231186,-0.012792569323386386
1981-06-29,0.126674,0.126674,0.125558,0.125558,0.098142,10595200,0.0011160000000000059,-0.0011160000000000059,-0.03433265139745578,0.13050042857142857,0.1376673,0.0029604370092467815,-0.034935863699705354
1981-06-30,0.116629,0.116629,0.116071,0.116071,0.090727,35907200,0.0005580000000000029,-0.0005580000000000029,-0.07555870593669867,0.12778985714285715,0.13736966666666667,0.005608178861525476,-0.07856573037312625
1981-07-01,0.115513,0.115513,0.114955,0.114955,0.089854,170464000,0.0005580000000000029,-0.0005580000000000029,-0.009614804731586601,0.12563742857142857,0.13710923333333333,0.007257530292901651,-0.009661325398170505
1981-07-02,0.114955,0.115513,0.114955,0.114955,0.089854,30284800,0.0005580000000000029,0.0,0.0,0.12316614285714286,0.1367186,0.007567639073242157,0.0
1981-07-06,0.112165,0.112165,0.111049,0.111049,0.086801,16531200,0.0011160000000000059,-0.0011160000000000059,-0.03397851333130364,0.12061514285714285,0.13595593333333333,0.008285941415606412,-0.034569202088732216
1981-07-07,0.112165,0.113281,0.112165,0.112165,0.087674,15836800,0.0011160000000000059,0.0,0.010049617736314742,0.117825,0.13502586666666666,0.007142200757936676,0.009999456118101251
1981-07-08,0.116629,0.117188,0.116629,0.116629,0.091163,16620800,0.0005590000000000039,0.0,0.03979851112200783,0.11591171428571427,0.1342632,0.004710009933262694,0.03902695507763595
1981-07-09,0.108259,0.108259,0.107701,0.107701,0.084184,32883200,0.0005579999999999891,-0.0005579999999999891,-0.07655042913855037,0.11336071428571429,0.13294253333333333,0.0032123967020642684,-0.07963908737259968
1981-07-10,0.099888,0.099888,0.09933,0.09933,0.077641,55171200,0.0005580000000000029,-0.0005580000000000029,-0.07772444081299157,0.11096914285714285,0.13134283333333335,0.005935696432842749,-0.0809112289430403
1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079387,45740800,0.0005580000000000029,0.0,0.02248062015503871,0.10905600000000001,0.12979896666666665,0.0065620450318483155,0.022231655361596752
1981-07-14,0.106027,0.107143,0.106027,0.106027,0.082876,19779200,0.0011160000000000059,0.0,0.04395301438515986,0.10778057142857143,0.1284039,0.006073881566652381,0.04301448306947519
1981-07-15,0.108817,0.109375,0.108817,0.108817,0.085057,10953600,0.0005580000000000029,0.0,0.026314052081073624,0.10746171428571429,0.12734363333333334,0.005930599933517173,0.025973793557745685
1981-07-16,0.111607,0.112723,0.111607,0.111607,0.087238,15232000,0.0011160000000000059,0.0,0.025639376200409902,0.10738199999999999,0.12637636666666666,0.0058601778983240205,0.02531619977839637
1981-07-17,0.115513,0.116071,0.115513,0.115513,0.090291,19824000,0.0005579999999999891,0.0,0.03499780479719017,0.10722257142857143,0.12544629999999998,0.005574919128177524,0.03439930574618475
1981-07-20,0.108259,0.108259,0.107701,0.107701,0.084184,23654400,0.0005579999999999891,-0.0005579999999999891,-0.06762875174222815,0.10722257142857142,0.12433023333333333,0.005574919128177524,-0.07002420857035864
1981-07-21,0.107701,0.107701,0.107143,0.107143,0.083748,31942400,0.0005580000000000029,-0.0005580000000000029,-0.005181010389875729,0.10833871428571429,0.12336296666666667,0.00438694205243627,-0.005194478362817632
1981-07-22,0.102121,0.102121,0.101004,0.101004,0.07895,22668800,0.0011170000000000069,-0.0011170000000000069,-0.05729725693699084,0.10825885714285713,0.12209806666666667,0.004533480135928947,-0.059004270790048
1981-07-23,0.103795,0.104353,0.103795,0.103795,0.081131,34451200,0.0005580000000000029,0.0,0.02763256900716815,0.10794000000000001,0.1208704,0.004787967522864503,0.027257679997318585
1981-07-24,0.107143,0.107701,0.107143,0.107143,0.083748,28851200,0.0005580000000000029,0.0,0.03225588901199483,0.10770085714285715,0.11954973333333332,0.004778660078187444,0.03174659079272947
1981-07-27,0.111607,0.112165,0.111607,0.111607,0.087238,17337600,0.0005580000000000029,0.0,0.041663944448073975,0.10770085714285715,0.11843366666666667,0.004778660078187444,0.040819381186991396
1981-07-28,0.108259,0.108259,0.107701,0.107701,0.084184,22848000,0.0005579999999999891,-0.0005579999999999891,-0.03499780479719006,0.10658485714285713,0.11720599999999999,0.0033482777875891052,-0.03562490282417382
1981-07-29,0.106585,0.106585,0.106027,0.106027,0.082876,15500800,0.0005580000000000029,-0.0005580000000000029,-0.015543031169627075,0.10634571428571428,0.11601553333333334,0.0033148878670980803,-0.015665090511968224
1981-07-30,0.109933,0.111049,0.109933,0.109933,0.085929,9900800,0.001115999999999992,0.0,0.03683967291350321,0.10674428571428572,0.11502966666666667,0.003583569668840555,0.03617731065376393
1981-07-31,0.111607,0.112165,0.111607,0.111607,0.087238,10953600,0.0005580000000000029,0.0,0.015227456723640787,0.10825900000000001,0.1141182,0.0029350304938799525,0.015112682682378212
1981-08-03,0.111607,0.111607,0.110491,0.110491,0.086365,12432000,0.001115999999999992,-0.001115999999999992,-0.00999937279919716,0.10921557142857143,0.11329973333333333,0.0022485458157928077,-0.01004970231753764
1981-08-04,0.112165,0.112723,0.112165,0.112165,0.087674,31673600,0.0005580000000000029,0.0,0.015150555248843789,0.10993299999999999,0.1127045,0.002278025460789443,0.015036931788327637
1981-08-05,0.115513,0.116071,0.115513,0.115513,0.090291,17494400,0.0005579999999999891,0.0,0.029848883341505816,0.11049099999999999,0.11214646666666667,0.003090064077006314,0.02941207627539474
1981-08-06,0.113281,0.113281,0.112723,0.112723,0.08811,10528000,0.0005580000000000029,-0.0005580000000000029,-0.02415312562222438,0.11120842857142857,0.11160703333333334,0.002912209176161472,-0.02444959588410338
1981-08-07,0.112723,0.113281,0.112723,0.112723,0.08811,9206400,0.0005580000000000029,0.0,0.0,0.112165,0.1109746,0.0018224203686319656,0.0
1981-08-10,0.112723,0.112723,0.112723,0.112723,0.08811,0,0.0,0.0,0.0,0.11256357142857143,0.11039796666666667,0.0015354055769466596,0.0
1981-08-11,0.110491,0.110491,0.109375,0.109375,0.085493,71456000,0.0011160000000000059,-0.0011160000000000059,-0.02970112576847672,0.11224471428571428,0.10985853333333333,0.0019444404263009032,-0.03015113717878165
1981-08-12,0.107701,0.107701,0.107143,0.107143,0.083748,26275200,0.0005580000000000029,-0.0005580000000000029,-0.02040685714285717,0.11176642857142857,0.10956093333333333,0.0027091131917509523,-0.020617953870291264
1981-08-13,0.104353,0.104353,0.103795,0.103795,0.081131,27484800,0.0005580000000000029,-0.0005580000000000029,-0.031247958336055537,0.11057071428571429,0.10918893333333334,0.004029318623717105,-0.03174659079272942
1981-08-14,0.103237,0.103237,0.102121,0.102121,0.079823,24192000,0.001115999999999992,-0.001115999999999992,-0.016127944505997305,0.10865757142857144,0.10876113333333334,0.004449028465375279,-0.01625941528832315
1981-08-17,0.099888,0.099888,0.098772,0.098772,0.077205,18905600,0.0011160000000000059,-0.0011160000000000059,-0.0327944301367985,0.10666457142857144,0.1083519,0.005356547328804238,-0.03334422094792734
1981-08-18,0.097656,0.097656,0.09654,0.09654,0.07546,17001600,0.0011160000000000059,-0.0011160000000000059,-0.022597497266431787,0.10435271428571428,0.10783106666666667,0.005781366641037493,-0.0228567335461604
